Country,Film,Box Office,Week,Link clicks,Total impressions,Total reach,Organic impressions,Organic reach,Page engaged users,Page consumptions,Negative feedback from users,Total video views,Total autoplayed views,Total organic views,Video repeats,Organic 30 sec views,Unique video views,Total 30 sec views,Autoplayed 30 sec views,Total impressions of posts,Total reach of posts,Organic impressions of posts,Organic reach of posts,Paid impressions,Paid reach,Total promoted views,Paid 30 sec views,Paid impressions of posts,Paid reach of posts
8,7,14117715,7,251,906112,498403,809123,438742,20183,20738,34,84860,78109,84860,8966,35907,75894,35907,31185,898326,495492,805410,437966,0,0,0,0,0,0
8,7,14117715,7,150,882804,521972,775325,467337,19985,20590,26,83363,76596,83363,7023,37217,76340,37217,32310,875017,517349,771785,466141,0,0,0,0,0,0
8,7,14117715,7,5,823241,543954,705439,477955,20393,21131,23,88836,81784,88836,8458,40501,80378,40501,35253,815911,539312,702174,476777,0,0,0,0,0,0
8,7,14117715,7,5,775485,530706,646038,450166,20674,21994,23,96702,89335,96702,8147,44096,88555,44096,38572,768049,526869,642957,449382,0,0,0,0,0,0
8,7,14117715,7,6,1479844,963033,1218078,819664,64810,66636,45,202410,185955,202410,13580,104301,188830,104301,91566,1442440,943455,1207564,817932,0,0,0,0,0,0
8,7,14117715,7,6,1722325,1098837,1384277,899235,75924,78588,52,227009,207134,227009,14221,117617,212788,117617,102256,1663104,1072561,1370927,897540,0,0,0,0,0,0
8,7,14117715,7,7,1815546,1171557,1446694,944674,79910,81501,54,232330,211111,232330,12378,120227,219952,120227,103853,1748478,1141012,1432771,941228,0,0,0,0,0,0
8,7,14117715,6,10,1936431,1194517,1548465,968582,83089,84790,69,237438,215356,237438,10902,122360,226536,122360,105334,1865120,1157239,1533888,965335,0,0,0,0,0,0
8,7,14117715,6,12,1954586,1181867,1555569,954448,84849,86509,75,238670,216055,238670,12803,122583,225867,122583,105144,1879750,1145521,1540532,952759,0,0,0,0,0,0
8,7,14117715,6,15,1945117,1196550,1542383,958833,85254,87300,77,237890,215036,237890,15318,121709,222572,121709,104111,1867806,1153265,1527034,954179,0,0,0,0,0,0
8,7,14117715,6,15,1924505,1204126,1523488,972622,85170,87655,76,237766,214645,237766,16958,121130,220808,121130,103292,1844834,1157157,1507718,969500,0,0,0,0,0,0
8,7,14117715,6,18,1176162,803075,904087,642839,41985,42801,53,129002,114838,129002,10557,59015,118445,59015,48247,1125723,776802,895717,639718,0,0,0,0,0,0
8,7,14117715,6,41,1867611,1032487,1296857,715439,84982,94457,81,278513,250204,278513,37069,159162,241444,159162,135211,1835168,1014235,1289175,712394,1,1,0,0,1,1
8,7,14117715,6,218,24684779,12678768,2634499,1297354,777923,878327,326,3854876,3571695,2097558,510834,887989,3344042,1607495,1367967,24564490,12670762,2612068,1293264,10150056,7075818,1757318,719506,10150056,7075818
8,7,14117715,5,313,42480990,19419912,3252521,1625802,1207252,1316664,493,6510638,6053611,2951856,1044410,1195993,5466228,2571884,2188202,42242251,19386901,3218274,1615793,21451004,11726121,3558782,1375891,21451004,11726121
8,7,14117715,5,377,57613898,23061424,4704978,2167866,1464345,1584202,656,8666441,8081977,3509839,1707831,1357506,6958610,3262892,2780585,57275556,23046673,4660782,2155603,32170127,15042879,5156602,1905386,32170127,15042879
8,7,14117715,5,7800,69039121,25076684,5255813,2311493,1561322,1701294,713,10195360,9557448,3705278,2353293,1421779,7842067,3576574,3061714,68648543,25033917,5203711,2296758,42166831,17233699,6490082,2154795,42166831,17233699
8,7,14117715,5,17310,88442610,27330919,7228186,2539366,1708602,1980810,913,12755715,12024947,4081542,3634938,1550367,9120777,4190774,3619157,87985236,27257611,7147847,2525451,57538625,19807268,8674173,2640407,57538625,19807268
8,7,14117715,5,17589,93270414,27942719,8430005,2768482,1797419,2111142,1087,13361777,12601943,4393795,3974749,1675230,9387028,4410454,3818374,92767381,27866097,8342547,2754398,59162482,20218523,8967982,2735224,59162482,20218523
8,7,14117715,5,17617,93150728,27837717,8401445,2832286,1782544,2065886,1077,13242402,12494874,4274311,3924014,1579447,9318388,4314723,3734654,92637174,27761669,8313866,2820114,59165353,20218523,8968091,2735276,59165353,20218523
8,7,14117715,5,18902,70791593,23820724,7397472,2322066,1181787,1291119,857,9695579,9200514,2484806,2279463,856664,7416116,2872434,2506484,70366677,23765018,7323761,2311072,49015343,18981256,7210773,2015770,49015343,18981256
8,7,14117715,4,19133,53207132,19315083,6932410,2096129,794800,855948,700,7053488,6730780,1644179,1405830,551195,5647658,1910580,1687928,52900036,19258769,6869692,2085935,37714415,16059438,5409309,1359385,37714415,16059438
8,7,14117715,4,19348,38294616,15316893,5693583,1549344,531881,591222,538,4914792,4717847,1103303,818352,393050,4096440,1222940,1097957,38087897,15266154,5640032,1536490,26995292,12683635,3811489,829890,26995292,12683635
8,7,14117715,4,12086,27067819,12466316,5251575,1428937,422231,479643,498,3410955,3264631,932946,418334,335442,2992621,915923,821878,26912839,12445178,5204595,1417976,16998588,10150821,2478009,580481,16998588,10150821
8,7,14117715,4,2765,7858624,3810089,3321707,1100547,180370,204388,324,882060,826178,588142,92107,214808,789953,309677,271132,7770184,3770435,3301811,1098010,1626794,1219860,293918,94869,1626794,1219860
8,7,14117715,4,3628,4203709,2242533,2180178,754134,86815,92765,173,489626,447036,306496,57610,98795,432016,159879,130263,4155390,2218655,2165111,751184,1017516,1004497,183130,61084,1017516,1004497
8,7,14117715,4,6275,6119656,3673800,1692288,631932,113474,111146,164,967475,895914,289687,136870,91624,830605,321475,270891,6056152,3657999,1676081,628804,3509605,2707199,677788,229851,3509605,2707199
8,7,14117715,4,7373,7317277,4201917,1426775,570146,136854,127402,160,1251545,1161590,300204,205930,90939,1045615,411951,348372,7233584,4170348,1408945,567468,5008161,3423864,951341,321012,5008161,3423864
8,7,14117715,3,9558,9869169,5318807,1378580,574617,178892,161646,161,1681493,1560088,317392,350572,96351,1330921,558909,472779,9754155,5281665,1358918,571475,7503637,4539961,1364101,462558,7503637,4539961
8,7,14117715,3,11415,12311843,6082830,1258223,533388,217314,191153,174,2096886,1945997,329790,509221,101318,1587665,699619,592772,12166564,5997954,1237048,527965,9937385,5283145,1767096,598301,9937385,5283145
8,7,14117715,3,13363,15274913,7052327,1827339,783338,280735,254192,179,2595100,2405192,444400,671144,165686,1923956,893578,758421,15098131,6993343,1803735,779173,12158111,6021073,2150700,727892,12158111,6021073
8,7,14117715,3,15231,17552455,7712501,1953093,822017,320432,286108,169,2986630,2764402,462176,791509,177689,2195121,1025172,866902,17342510,7645549,1927152,814851,14308828,6721548,2524454,847483,14308828,6721548
8,7,14117715,3,14757,16913581,7601867,2053565,830147,310367,279973,161,2858107,2643436,464844,774478,178536,2083629,981853,829690,16692584,7524223,2028128,823961,13600340,6549424,2393263,803317,13600340,6549424
8,7,14117715,3,13496,15343888,7240094,2178296,889303,299770,266145,171,2513999,2317600,473181,597411,181559,1916588,863087,724398,15131477,7189953,2153900,878579,11956170,6052182,2040818,681528,11956170,6052182
8,7,14117715,3,14303,17084536,8073636,2172172,931039,338433,305496,182,2825800,2590234,486201,709651,188932,2116149,980366,814407,16868213,8014575,2146512,918406,13541933,6966862,2339599,791434,13541933,6966862
8,7,14117715,2,17105,20597393,9933051,2307893,1015611,423729,378169,186,3478896,3177639,551868,715760,205995,2763136,1212051,1001090,20367334,9898815,2279272,1002418,16739173,8839647,2927028,1006056,16739173,8839647
8,7,14117715,2,22099,23917804,11274528,2596796,1134123,495498,452159,210,4025692,3656410,599024,876751,219124,3148941,1397514,1140757,23668605,11216774,2564939,1122559,19568424,10132284,3426668,1178390,19568424,10132284
8,7,14117715,2,26151,26658832,12519795,2168412,962490,536603,483380,225,4479376,4050341,507840,1034043,164398,3445333,1510225,1214479,26391258,12466631,2134602,948159,22616633,11494859,3971536,1345827,22616633,11494859
8,7,14117715,2,29971,31384844,14068589,2625175,1170758,612163,565997,248,5033001,4538853,497560,1220229,157975,3812772,1666703,1329986,31092037,13977789,2588290,1155736,26164156,12702724,4535441,1508728,26164156,12702724
8,7,14117715,2,32844,34458962,14692891,2832527,1208389,658036,602549,276,5497309,4964366,518846,1374520,163649,4122789,1785262,1420606,34146512,14589585,2793271,1195501,28739387,13273988,4978463,1621613,28739387,13273988
8,7,14117715,2,39548,39344067,15746192,3063201,1210800,764864,704816,314,6672473,6058282,599622,1872452,196199,4800021,2248650,1832662,38984047,15642406,3019441,1196934,32961671,14112171,6072851,2052451,32961671,14112171
8,7,14117715,2,44527,41227562,16094463,3076276,1195425,817044,747842,317,7278682,6643011,645704,2137700,212651,5140982,2490541,2065934,40815386,15977029,3030259,1179768,34456503,14484925,6632978,2277890,34456503,14484925
8,7,14117715,1,47182,40561726,15921351,3307424,1206011,814861,748775,348,7365736,6749800,717326,2262601,230611,5103135,2513191,2110441,40121180,15796341,3260864,1186827,33176418,13959312,6648410,2282580,33176418,13959312
8,7,14117715,1,51318,40343617,15855140,3679656,1227658,836551,760194,382,7522136,6930892,785460,2352191,260128,5169945,2579037,2199130,39861961,15711207,3631208,1206380,32275820,13868245,6736676,2318909,32275820,13868245
8,7,14117715,1,52748,39675668,15589615,3840804,1203377,829558,758893,385,7657769,7085474,859334,2312756,285149,5345013,2647319,2288318,39164278,15432995,3790563,1191460,31346440,13480904,6798435,2362170,31346440,13480904
8,7,14117715,1,55129,38760744,14972691,4066064,1128187,831389,791599,427,7746284,7198260,929885,2507348,302649,5238936,2691742,2354900,38217089,14880514,4008811,1113086,29973881,12951609,6816399,2389093,29973881,12951609
8,7,14117715,1,53371,36165498,14317959,4089875,1105519,805384,791947,436,7265222,6758209,930335,2294279,303843,4970943,2567879,2260577,35613913,14219346,4031083,1089408,27126162,12140971,6334887,2264036,27126162,12140971
8,7,14117715,1,48298,33809492,13722092,4190554,1187551,745310,747392,424,6675359,6206648,942314,1925448,303475,4749911,2299035,2019599,33285341,13590357,4131391,1172299,24961905,11536728,5733045,1995560,24961905,11536728
8,7,14117715,1,49752,37233250,15117306,4958764,1300384,816574,833061,453,7113969,6623315,1231002,1987670,420921,5126299,2420542,2127814,36726121,15029594,4894042,1283846,25928159,12197603,5882967,1999621,25928159,12197603
8,7,14117715,0,50821,42016163,16865080,5732065,1526799,885243,925056,508,7566410,7065774,1364958,1995207,472237,5571203,2541975,2241701,41500622,16741832,5654469,1505148,28709571,13651218,6201452,2069738,28709571,13651218
8,7,14117715,0,43571,40803633,16761115,6013652,1559648,843475,901463,504,7125900,6660836,1423690,1790924,475285,5334976,2367577,2087652,40307760,16633091,5927450,1534479,27144837,13648265,5702210,1892292,27144837,13648265
8,7,14117715,0,103099,48185856,19911776,6246645,1611830,928212,983436,516,6936283,6467584,1482307,1562818,486648,5373465,2228740,1947616,47641975,19861883,6143740,1569597,34265106,17570463,5453976,1742092,34265106,17570463
8,7,14117715,0,175892,61118716,23938175,6605850,1758358,1077271,1120515,519,8251415,7700820,1761807,2088825,528134,6162590,2476892,2155500,60412667,23823063,6442865,1701558,46702372,22016707,6489608,1948758,46702372,22016707
8,7,14117715,0,186131,69487878,25198768,7187235,1887127,1237207,1283779,566,9840983,9189609,2055449,2767861,621048,7073122,2921246,2542574,68705880,25071245,7000067,1822361,53242409,23241123,7785534,2300198,53242409,23241123
8,7,14117715,0,190653,73179429,25974437,7120241,1878362,1284793,1331463,576,10486098,9820127,2067780,3106678,619783,7379420,3057673,2671906,72387309,25842333,6927232,1812128,56544339,23971656,8418318,2437890,56544339,23971656
8,7,14117715,0,188641,72478705,26188221,6418549,1769123,1245851,1264686,524,10336914,9689965,1738433,3014664,486440,7322250,2875349,2509382,71714204,26060792,6224899,1700299,58633442,24377964,8598481,2388909,58633442,24377964
6,6,2817410,16,0,533,342,148,122,68,124,0,571,554,571,33,83,538,83,70,414,275,91,86,0,0,0,0,0,0
6,6,2817410,16,0,452,320,133,111,55,80,0,536,520,536,24,81,512,81,69,354,260,87,81,0,0,0,0,0,0
6,6,2817410,16,0,409,291,150,123,55,85,0,520,495,520,22,84,498,84,63,296,226,95,89,0,0,0,0,0,0
6,6,2817410,16,0,375,265,141,115,46,68,0,497,476,497,27,72,470,72,54,267,202,87,82,0,0,0,0,0,0
6,6,2817410,16,0,385,281,155,132,44,69,0,465,442,465,27,66,438,66,46,288,222,106,101,0,0,0,0,0,0
6,6,2817410,16,0,443,321,181,160,49,75,0,468,440,468,25,73,443,73,51,339,262,136,130,0,0,0,0,0,0
6,6,2817410,16,0,457,330,186,164,49,117,0,463,435,463,30,75,433,75,53,359,279,146,139,0,0,0,0,0,0
6,6,2817410,8,394,6957288,3712974,1483945,927942,49637,48368,42,1149046,1127407,50304,215786,8530,933260,162702,152837,6946524,3709916,1479769,926017,5191723,2936889,1098742,154172,5191723,2936889
6,6,2817410,8,349,6951311,3646546,1428149,898896,47355,46104,36,1133711,1113179,47353,221972,8204,911739,154791,145550,6940752,3643596,1424076,897350,5257164,2955185,1086358,146587,5257164,2955185
6,6,2817410,8,281,7036123,3707391,1388666,897894,44654,42973,39,1127314,1108516,44037,211896,7602,915418,147477,139098,7025728,3705450,1384781,894312,5394879,3049254,1083277,139875,5394879,3049254
6,6,2817410,8,224,6757958,3640015,1267499,823010,40622,38583,38,1067538,1050975,39700,204231,6838,863307,134917,127615,6747769,3628817,1264002,819349,5252083,2986678,1027838,128079,5252083,2986678
6,6,2817410,8,177,5617400,3245403,1032170,692934,33639,30791,31,894309,880728,35220,159277,6173,735032,111275,105305,5608547,3237133,1029342,689328,4448386,2716929,859089,105102,4448386,2716929
6,6,2817410,8,130,4662602,2885271,871582,592230,27415,24960,32,735653,724366,30636,108531,5493,627122,90839,85878,4654824,2874057,869192,590775,3710165,2431382,705017,85346,3710165,2431382
6,6,2817410,8,115,4042273,2543403,718638,487924,23687,21166,36,649548,639888,26604,94652,4783,554896,78847,74616,4035391,2533907,716614,486936,3254206,2182923,622944,74064,3254206,2182923
6,6,2817410,7,98,3522245,2323150,567686,407070,19971,17564,35,589450,581699,23168,75517,4197,513933,69336,65856,3516039,2318692,566010,406703,2893837,2026690,566282,65139,2893837,2026690
6,6,2817410,7,91,2948140,2075338,436775,326024,16302,14148,33,509765,503686,18746,65011,3298,444754,58843,56078,2942726,2071087,435406,325147,2460781,1818267,491019,55545,2460781,1818267
6,6,2817410,7,77,2207821,1626241,297120,228779,12989,11402,28,408960,404167,15800,59310,2808,349650,47725,45493,2203246,1623204,296040,228209,1867972,1423102,393160,44917,1867972,1423102
6,6,2817410,7,54,1339132,1006941,162425,123305,8619,7750,22,272853,269623,12051,28564,2163,244289,32581,31001,1336348,1005673,161715,123032,1147200,887263,260802,30418,1147200,887263
6,6,2817410,7,53,1322730,995408,155876,119648,8108,7448,17,269164,265986,9703,24616,1625,244548,31902,30355,1320278,994170,155185,119408,1142366,883844,259461,30277,1142366,883844
6,6,2817410,7,53,1318071,991345,152521,118601,8053,7318,15,268344,265203,8883,25250,1453,243094,31730,30201,1315722,990117,151824,118347,1142366,883844,259461,30277,1142366,883844
6,6,2817410,7,40,1031190,828071,120545,94100,6354,5723,10,210953,208512,7549,17284,1240,193669,24924,23719,1029118,828071,119962,93894,891583,743740,203404,23684,891583,743740
6,6,2817410,6,28,627482,535729,63089,49927,3834,3456,8,129203,127689,5624,11519,888,117684,15115,14351,625904,535729,62660,49706,551463,487975,123579,14227,551463,487975
6,6,2817410,6,14,301292,284613,28030,22473,2001,1794,5,63459,62677,4114,2172,638,61287,7432,7023,300197,284613,27771,22220,265267,258343,59345,6794,265267,258343
6,6,2817410,6,1,6476,5560,669,526,350,497,5,3448,3290,2576,275,363,3173,450,345,5963,5311,536,464,2970,3028,872,87,2970,3028
6,6,2817410,6,0,1865,1364,590,471,263,423,3,2087,1950,2087,190,291,1897,291,198,1533,1171,471,419,0,0,0,0,0,0
6,6,2817410,6,0,1369,1005,501,409,235,418,2,1830,1694,1830,198,264,1632,264,171,1112,843,405,362,0,0,0,0,0,0
6,6,2817410,6,0,1002,689,267,206,229,436,2,1770,1619,1770,212,272,1558,272,164,760,539,190,164,0,0,0,0,0,0
6,6,2817410,6,0,975,640,206,151,235,472,0,1695,1545,1695,206,268,1489,268,160,717,488,127,109,0,0,0,0,0,0
6,6,2817410,5,0,913,572,153,110,237,468,0,1663,1506,1663,168,272,1495,272,160,646,409,85,71,0,0,0,0,0,0
6,6,2817410,5,1,11535,7902,8110,5334,624,741,4,3427,3232,3427,230,754,3197,754,625,11205,7703,8022,5318,0,0,0,0,0,0
6,6,2817410,5,1,15978,10349,11678,7241,674,624,5,3800,3598,3800,268,879,3532,879,742,15590,10066,11587,7214,0,0,0,0,0,0
6,6,2817410,5,1,16547,10589,12087,7378,667,670,6,3777,3585,3777,289,904,3488,904,771,16098,10252,11990,7363,0,0,0,0,0,0
6,6,2817410,5,4,841598,762232,23032,13114,9489,7333,16,224398,220353,15209,14768,2923,209630,50382,47964,840466,762232,22596,12837,766541,715689,209189,47459,766541,715689
6,6,2817410,5,9,2043032,1617537,42049,26104,21603,17249,28,522681,513201,32289,51889,5899,470792,115052,109620,2040493,1617537,41022,25139,1863603,1504633,490392,109153,1863603,1504633
6,6,2817410,5,15,3210894,2193060,51584,32931,31340,25285,45,799237,785633,45249,110592,8245,688645,168248,160577,3207217,2193060,50080,31536,2958204,2056229,753988,160003,2958204,2056229
6,6,2817410,4,26,4310156,2531565,62890,39723,40499,34024,56,1045596,1027211,58029,170981,11203,874615,216049,205828,4305447,2531565,60919,38142,3987451,2374580,987567,204846,3987451,2374580
6,6,2817410,4,30,5279481,2868053,68121,48993,48583,41454,63,1239940,1217078,66033,264061,12880,975879,254223,241747,5273923,2868053,65680,47496,4908946,2670654,1173907,241343,4908946,2670654
6,6,2817410,4,34,6141482,3082922,70705,52514,54533,46760,68,1411013,1385240,72453,332552,13935,1078461,284590,270717,6135212,3082922,67944,50569,5737400,2890154,1338560,270655,5737400,2890154
6,6,2817410,4,51,7248791,3371813,82453,58377,61662,53543,72,1624563,1594921,79560,426967,15051,1197596,321008,305317,7241393,3371813,79241,55967,6796735,3160310,1545003,305957,6796735,3160310
6,6,2817410,4,54,7411278,3484324,80493,60591,59252,52205,72,1582973,1554274,73600,405627,13948,1177346,300993,286218,7403761,3484324,77277,57901,6980149,3253378,1509373,287045,6980149,3253378
6,6,2817410,4,173,6999044,3405670,75735,55798,53915,47418,65,1417992,1392082,61292,305682,11788,1112310,259129,246142,6992124,3405670,72714,53610,6629537,3234341,1356700,247341,6629537,3234341
6,6,2817410,4,782,6840880,3416996,93189,65695,51730,46227,56,1293431,1268270,54279,282335,10699,1011096,232108,219829,6834212,3416996,90222,63268,6485838,3258533,1239152,221409,6485838,3258533
6,6,2817410,3,1746,6756753,3475561,108656,71404,50568,44477,53,1189550,1166113,46105,248279,8658,941271,207898,196804,6749995,3475561,105630,69095,6416907,3330704,1143445,199240,6416907,3330704
6,6,2817410,3,2567,6801110,3394491,124998,73682,49630,44255,56,1148044,1125721,43683,232571,8052,915473,194415,184050,6794139,3390773,121917,71056,6460488,3273579,1104361,186363,6460488,3273579
6,6,2817410,3,3553,7081358,3484814,139384,79601,53185,46935,73,1135114,1111966,42738,244861,7957,890253,189695,179022,7073880,3480897,136034,77325,6729041,3349246,1092376,181738,6729041,3349246
6,6,2817410,3,4709,7594678,3596425,175888,88785,55958,51965,100,1135121,1111603,42846,234615,7994,900506,184640,173953,7586226,3592253,172286,86228,7206028,3489708,1092275,176646,7206028,3489708
6,6,2817410,3,6427,8158892,3850912,209862,101377,60450,58139,118,1116508,1091928,42616,222677,8015,893831,180902,169937,8148925,3846129,205770,98643,7702949,3711756,1073892,172887,7702949,3711756
6,6,2817410,3,7865,9161029,4102191,241638,111147,64423,63859,148,1187212,1161719,44488,248905,8574,938307,187111,175835,9149351,4094055,236992,108397,8589408,3935702,1142724,178537,8589408,3935702
6,6,2817410,3,7410,9342150,4189342,250024,108734,65422,65206,186,1251444,1224933,48427,293443,9200,958001,205237,192969,9329878,4180857,245342,106217,8743484,4007387,1203017,196037,8743484,4007387
6,6,2817410,2,6459,9698878,4127090,244054,101735,70241,70521,209,1387561,1357168,61143,314753,11354,1072808,245911,230914,9686148,4118855,239359,99136,9041990,3940256,1326418,234557,9041990,3940256
6,6,2817410,2,5652,9661243,4064845,233444,93994,72059,71354,207,1401840,1370366,64541,348450,11560,1053390,248223,232336,9648380,4056856,228907,91490,8986989,3856537,1337299,236663,8986989,3856537
6,6,2817410,2,4682,9740794,3993014,233912,91525,75023,72663,206,1448458,1415242,67580,386251,11863,1062207,253559,236423,9727861,3990441,229498,88622,9052731,3752864,1380878,241696,9052731,3752864
6,6,2817410,2,3522,9689809,3808070,202619,86581,76057,71070,187,1477307,1442515,69530,439485,12126,1037822,255679,237363,9677335,3804853,198413,83768,9024383,3574926,1407777,243553,9024383,3574926
6,6,2817410,2,1825,9861711,3794578,258684,134873,84323,79889,202,1576926,1534194,105642,509248,16563,1067678,269623,248394,9849297,3787905,254258,132751,8965008,3433544,1471284,253060,8965008,3433544
6,6,2817410,2,271,9626113,3604149,249488,127572,85731,85698,212,1646487,1599861,112957,563407,17305,1083080,300010,276272,9613956,3586666,245226,125616,8756798,3262194,1533530,282705,8756798,3262194
6,6,2817410,2,786,9523669,3552998,236026,125683,86603,87008,190,1623344,1576851,116146,581154,17484,1042190,293570,270179,9511238,3540050,231669,123838,8636522,3201716,1507198,276086,8636522,3201716
6,6,2817410,1,1680,9225875,3562671,237704,129307,83043,84356,178,1543087,1499079,111946,524284,16444,1018803,267778,246085,9213016,3549652,233380,127219,8355153,3238999,1431141,251334,8355153,3238999
6,6,2817410,1,11249,9424484,3609052,251574,134108,93177,104768,188,1659323,1605295,127197,563909,21120,1095414,299732,274012,9410671,3597782,246939,131999,8533147,3287962,1532126,278612,8533147,3287962
6,6,2817410,1,22433,9582868,3721303,262493,134843,101253,127901,183,1765911,1700925,146298,592275,27138,1173636,332386,302389,9567851,3709322,257612,132701,8660684,3375845,1619613,305248,8660684,3375845
6,6,2817410,1,35561,9696283,3777691,280513,139449,115215,156386,191,1891121,1812030,168269,633774,34172,1257347,373630,337910,9679384,3768496,275145,136745,8732227,3442786,1722852,339458,8732227,3442786
6,6,2817410,1,43786,9358624,3600305,213062,81842,114036,162527,163,1922311,1841932,150127,683852,34304,1238459,389555,352692,9340909,3600305,207873,79387,8636123,3379937,1772184,355251,8636123,3379937
6,6,2817410,1,47538,8887599,3390356,211457,80393,112179,162409,152,1894636,1813394,153719,671407,35392,1223229,370277,333985,8870055,3388501,206453,77696,8190520,3170343,1740917,334885,8190520,3170343
6,6,2817410,1,50414,8627476,3323070,212701,79872,112379,167135,140,1952044,1867307,156342,715415,36313,1236629,365643,328387,8610082,3321288,207705,77543,7956514,3090215,1795702,329330,7956514,3090215
6,6,2817410,0,54954,8659376,3342654,227700,90186,115445,177329,137,2084751,1994255,161938,785197,38394,1299554,371081,331970,8641814,3339950,222434,87042,8006477,3124658,1922813,332687,8006477,3124658
6,6,2817410,0,45405,8217867,3375061,269055,108954,106108,155783,134,2016979,1937135,150982,730942,34003,1286037,337553,303335,8200106,3369094,263341,105327,7540341,3156273,1865997,303550,7540341,3156273
6,6,2817410,0,34249,7853859,3357158,330562,126855,96772,133816,153,1979521,1910233,138788,674610,28950,1304911,307685,278307,7835486,3351253,323839,123237,7081434,3120071,1840733,278735,7081434,3120071
6,6,2817410,0,21182,7196429,3092849,396634,139023,84274,105195,166,1857794,1803318,125479,586840,23148,1270954,262221,239575,7177946,3090148,389390,134767,6295590,2841580,1732315,239073,6295590,2841580
6,6,2817410,0,12951,6527715,2913908,448703,151756,75531,85582,170,1737726,1692887,116301,483622,19746,1254104,233135,214474,6510029,2911510,441447,147904,5583976,2663786,1621425,213389,5583976,2663786
6,6,2817410,0,9214,6571866,2993879,558465,195891,72878,79769,151,1743381,1700766,115342,442694,19081,1300687,230875,212890,6554054,2993879,550871,192417,5528178,2709365,1628039,211794,5528178,2709365
6,6,2817410,0,5694,6924071,3183735,702484,232071,74046,76095,154,1732871,1691948,113607,412220,18398,1320651,234956,217420,6905155,3178833,694171,227704,5739266,2874919,1619264,216558,5739266,2874919
6,9,5065660,16,40,1804324,999930,801903,378770,81922,85271,116,227823,211405,227823,22176,42924,205647,42924,37036,1791435,999042,790633,376849,0,0,0,0,0,0
6,9,5065660,16,46,1521929,910806,556830,330956,61335,57316,109,129718,121087,129718,16827,25473,112891,25473,21835,1511456,910070,547894,328893,0,0,0,0,0,0
6,9,5065660,16,54,1190976,727731,329068,202553,48410,38458,97,58861,54645,58861,11571,12269,47290,12269,10062,1182302,726578,321727,199285,0,0,0,0,0,0
6,9,5065660,16,49,1157457,709800,322294,202039,47163,36025,96,48606,44850,48606,8923,10455,39683,10455,8435,1149134,708987,315161,199052,0,0,0,0,0,0
6,9,5065660,16,173,1164134,705493,318227,200215,46586,35935,94,46222,42611,46222,9287,9987,36935,9987,8044,1142352,699172,311166,197433,0,0,0,0,0,0
6,9,5065660,16,200,1163521,706076,315488,199454,46891,35849,93,44285,40710,44285,8365,9674,35920,9674,7781,1139425,698482,308437,196706,0,0,0,0,0,0
6,9,5065660,16,189,596544,352264,87546,58176,21210,21102,54,38315,35474,38315,6699,8029,31616,8029,6521,575652,343179,83468,56317,0,0,0,0,0,0
6,9,5065660,8,8680,7272265,4447308,808848,425082,171464,206574,449,1138274,1105568,398664,126192,86537,1012082,275221,248662,7210292,4447308,760732,420842,3779605,2948309,739610,188684,3779605,2948309
6,9,5065660,8,8597,2806662,1568196,874237,372174,106857,148767,323,259197,243748,255394,29734,69994,229463,71148,60408,2752568,1565026,829923,369223,660160,573390,3803,1154,660160,573390
6,9,5065660,8,11433,3111117,1730786,1071428,516203,109589,152452,286,250490,234126,250487,30594,76885,219896,76886,65821,3058727,1730786,1027092,513634,1033203,803245,3,1,1033203,803245
6,9,5065660,8,14708,3373898,1861298,905629,516788,98480,118899,224,237909,222002,237907,30251,75453,207658,75453,64749,3355116,1859342,891075,514128,1508227,1019180,2,0,1508227,1019180
6,9,5065660,8,17173,3694409,1989716,869680,514222,97433,106851,207,227692,212302,227690,28500,73344,199192,73344,63035,3683307,1987481,861022,513156,1905594,1153880,2,0,1905594,1153880
6,9,5065660,8,19324,4068095,2127358,881118,519430,98654,104952,199,221479,206302,221477,28192,72320,193287,72320,62176,4057327,2126993,872470,518191,2304642,1280359,2,0,2304642,1280359
6,9,5065660,8,20439,4773608,2330935,1048596,574606,122968,141935,225,340420,315138,340418,55001,98102,285419,98102,84260,4760284,2330496,1037413,573728,2631455,1365551,2,0,2631455,1365551
6,9,5065660,7,19244,5455703,2584526,1365014,769605,146718,174431,281,455017,420450,455015,84439,126167,370578,126167,108325,5440187,2583987,1351902,766533,2745354,1436290,2,0,2745354,1436290
6,9,5065660,7,16264,5263286,2479910,1227961,685189,129789,144006,271,376492,347118,376491,49834,95323,326658,95323,81409,5248426,2473472,1215400,682151,2649945,1385939,1,0,2649945,1385939
6,9,5065660,7,14333,5052686,2323732,1135170,559067,114693,128226,261,342590,315332,342589,43698,75899,298892,75899,64164,5038844,2323296,1123489,556642,2666900,1393348,1,0,2666900,1393348
6,9,5065660,7,13229,5241035,2372119,1270270,602337,112298,127924,282,354139,326163,354139,52989,74104,301150,74104,62536,5227364,2372119,1258653,601212,2760597,1426368,0,0,2760597,1426368
6,9,5065660,7,13045,5365555,2391752,1246269,576941,112005,127074,270,354525,326415,354525,53058,73862,301467,73862,62272,5351811,2391752,1234593,575373,2934049,1466902,0,0,2934049,1466902
6,9,5065660,7,12794,5404782,2390298,1226840,563255,110976,126091,259,353820,325836,353820,52785,73546,301035,73546,62086,5390787,2390298,1215179,561633,3014303,1448570,0,0,3014303,1448570
